!Results
!X,Y,Z
809425.167936,2490228.281752,270.961112
809425.307357,2490228.273696,269.721875
809424.933763,2490228.611212,269.250125
809424.587167,2490228.955474,268.775513
809423.039247,2490230.131506,269.644831
809423.919454,2490229.701720,267.746935
809423.567274,2490230.080916,267.172488
809422.515738,2490230.915869,267.126076
809422.741911,2490230.869679,265.777285
809422.376798,2490231.265785,265.065414
809420.676634,2490232.644393,265.426409
809421.686965,2490232.103941,263.506571
809421.369436,2490232.512149,262.689752
809419.659398,2490233.978351,262.780282
809420.788322,2490233.344772,260.922141
809420.465518,2490233.656039,259.999248
809420.080735,2490233.836464,259.057282
809418.946793,2490234.486095,258.513745
809419.384651,2490234.012856,257.343068
809419.128068,2490234.080149,256.616720
809418.116783,2490234.674646,256.234802
809418.686990,2490234.118501,255.361868
809417.721418,2490234.671621,255.097737
809418.363702,2490234.117699,254.357335
809417.440081,2490234.688186,254.119262
809418.136901,2490234.162283,253.430978
809417.243431,2490234.796654,253.056463
809417.974758,2490234.308759,252.306741
809391.203155,2490252.979966,257.201528
809417.029132,2490234.860748,251.828712
809417.764934,2490234.288749,251.279161
809417.698351,2490234.318914,250.726408
809416.012868,2490235.498295,250.321105
809417.613636,2490234.418523,249.466249
809416.777757,2490235.048776,248.824518
809394.885533,2490250.894333,248.803533
809421.997592,2490232.121147,247.391223
809367.100920,2490273.909422,248.608678
809367.244085,2490274.104832,248.418936
809368.133043,2490271.968333,247.436897
809367.011276,2490272.132659,246.903120
809366.540019,2490273.179287,247.314725
809368.001753,2490273.458560,247.968278
809367.791789,2490274.833048,247.900257
809367.985603,2490275.090103,247.259672
809368.486464,2490274.102307,247.281889
809366.401805,2490274.652888,248.256817
809368.379912,2490272.280811,248.637287
809366.368768,2490272.939226,247.948165
809366.112136,2490272.596048,247.208144
809366.959587,2490272.061464,247.126517
809365.466207,2490273.401538,247.816026
809398.610565,2490249.260743,247.933747
